STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2002,,10332785,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2003,,10376133,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2004,,10421137,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2005,,10478617,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2006,,10547958,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2007,,10625700,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2008,,10709973,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2009,,10796493,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2010,,10895586,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2011,,11038264,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2012,,11106932,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2013,,11159407,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2014,,11209057,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2015,,11274196,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2016,,11331422,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2017,,11375158,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2018,,11427054,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2019,,11488980,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2020,,11538604,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2021,,11586195,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2022,,11680210,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2023,,11779946,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BE,Belgium,2024,,11858610,,p,provisional,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,1995,,8406067,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,1996,,8362826,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,1997,,8312068,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,1998,,8256786,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,1999,,8210624,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2000,,8170172,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2001,,8009142,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2002,,7837161,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2003,,7775327,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2004,,7716860,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2005,,7658972,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2006,,7601022,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2007,,7545338,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2008,,7492561,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2009,,7444443,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2010,,7395599,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2011,,7348328,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2012,,7305888,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2013,,7160005,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2014,,7073572,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2015,,6984225,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2016,,6894139,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2017,,6803468,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2018,,6710798,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2019,,6616726,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2020,,6550696,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2021,,6507301,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2022,,6465097,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2023,,6446596,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BG,Bulgaria,2024,,6441421,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,1996,,10159569,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,1997,,10117433,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,1998,,10069112,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,1999,,10032359,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,2000,,10004958,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,2001,,9970688,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,2002,,9924766,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,2003,,9873826,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,2004,,9824568,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,2005,,9775307,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,2006,,9732501,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,2007,,9702116,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,2008,,9680841,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,2009,,9576045,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,2010,,9480686,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,2011,,9473172,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,2012,,9464495,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,2013,,9465997,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,2014,,9474511,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,2015,,9489616,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,2016,,9501534,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,2017,,9498264,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,2018,,9483499,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,BY,Belarus,2019,,9441762,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,CH,Switzerland,1995,,7040687,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,CH,Switzerland,1996,,7071850,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,CH,Switzerland,1997,,7088906,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,CH,Switzerland,1998,,7110001,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,CH,Switzerland,1999,,7143991,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,CH,Switzerland,2000,,7184250,,,,,
